,voto,federal,nombre,distrito,bloque,color,sesion,asunto,ano,fecha,hora,base,mayoria,resultado,presidente,presentes,ausentes,abstenciones,afirmativos,negativos,votopresidente,titulo,auditoria,permalink
56520,0,101.0,"LEGUIZAMÓN, María Laura",Ciudad Autónoma de Buenos Aires,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56521,0,102.0,"IBARRA, Vilma Lidia",Ciudad Autónoma de Buenos Aires,Partido de la Victoria,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56522,0,103.0,"TERRAGNO, Rodolfo",Ciudad Autónoma de Buenos Aires,Radical Independiente,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56523,0,201.0,"PAMPURO, José Juan Bautista",Buenos Aires,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56524,0,202.0,"GONZALEZ DE DUHALDE, Hilda Beatriz",Buenos Aires,Justicialista para el Dialogo de Los Argentinos,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56525,3,203.0,"FERNANDEZ DE KIRCHNER, Cristina",Buenos Aires,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56526,0,301.0,"COLOMBO DE ACEVEDO, María Teresa",Catamarca,Frente Cívico y Social de Catamarca,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56527,0,302.0,"SAADI, Ramón Eduardo",Catamarca,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56528,3,303.0,"CASTILLO, Oscar Aníbal",Catamarca,Frente Cívico y Social de Catamarca,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56529,0,401.0,"URQUIA, Roberto Daniel",Córdoba,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56530,0,402.0,"ROSSI, Carlos Alberto",Córdoba,Vecinalista - Partido Nuevo,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56531,3,403.0,"GIRI, Haidé Delia",Córdoba,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56532,0,501.0,"RÍOS, Roberto Fabián",Corrientes,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56533,0,502.0,"VIUDES, Isabel Josefa",Corrientes,Partido Nuevo,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56534,0,503.0,"SANCHEZ, María Dora",Corrientes,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56535,0,601.0,"CAPITANICH, Jorge Milton",Chaco,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56536,0,602.0,"CURLETTI, Miriam Belén",Chaco,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56537,3,603.0,"MASTANDREA, Alicia Ester",Chaco,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56538,0,701.0,"GIUSTI, Silvia Ester",Chubut,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56539,0,702.0,"GUINLE, Marcelo Alejandro",Chubut,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56540,3,703.0,"MASSONI, Norberto",Chubut,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56541,0,801.0,"BAR, Graciela Yolanda",Entre Ríos,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56542,0,802.0,"MARTÍNEZ PASS de CRESTO, Laura",Entre Ríos,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56543,3,803.0,"TAFFAREL, Ricardo Cesar",Entre Ríos,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56544,0,901.0,"BORTOLOZZI, Adriana Raquel",Formosa,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56545,0,902.0,"MAYANS, José Miguel Ángel",Formosa,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56546,0,903.0,"PETCOFF NAIDENOFF, Luis Carlos",Formosa,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56547,0,1001.0,"JENEFES, Guillermo Raúl",Jujuy,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56548,0,1002.0,"MORALES, Gerardo Rubén",Jujuy,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56549,3,1003.0,"FELLNER, Liliana Beatriz",Jujuy,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56550,0,1101.0,"GALLEGO, Silvia Ester",La Pampa,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56551,0,1102.0,"MARIN, Rubén Hugo",La Pampa,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56552,0,1103.0,"MARINO, Juan Carlos",La Pampa,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56553,3,1201.0,"MENEM, Carlos Saúl",La Rioja,Federalismo y Liberación,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56554,3,1202.0,"MAZA, Ada Mercedes",La Rioja,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56555,3,1203.0,"QUINTELA, Teresita Nicolasa",La Rioja,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56556,0,1301.0,"JAQUE, Celso Alejandro",Mendoza,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56557,0,1302.0,"PERCEVAL, María Cristina",Mendoza,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56558,0,1303.0,"SANZ, Ernesto Ricardo",Mendoza,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56559,0,1401.0,"CLOSS, Maurice Fabián",Misiones,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56560,0,1402.0,"VIGO, Elida María",Misiones,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56561,3,1403.0,"VIANA, Luis Alberto",Misiones,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56562,0,1501.0,"GALLIA, Sergio Adrián",Neuquén,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56563,0,1502.0,"SAPAG, Luz María",Neuquén,Movimiento Popular Neuquino,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56564,3,1503.0,"SALVATORI, Pedro",Neuquén,Movimiento Popular Neuquino,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56565,0,1601.0,"PICHETTO, Miguel Ángel",Río Negro,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56566,0,1602.0,"FALCO, Luis Alberto",Río Negro,Radical Rionegrino,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56567,3,1603.0,"ISIDORI, Amanda Mercedes",Río Negro,Unión Cívica Radical,#d62728,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56568,0,1701.0,"ESCUDERO, Sonia Margarita",Salta,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56569,0,1702.0,"LÓPEZ ARIAS, Marcelo Eduardo",Salta,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56570,0,1703.0,"GOMEZ DIEZ, Ricardo",Salta,Renovador de Salta,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56571,0,1801.0,"GIOJA, César Ambrosio",San Juan,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56572,0,1802.0,"BASUALDO, Roberto Gustavo",San Juan,Producción y Trabajo,,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56573,3,1803.0,"RIOFRIO, Marina Raquel",San Juan,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56574,0,1901.0,"PERSICO, Daniel Raúl",San Luis,Justicialista,#0101DF,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56575,0,1902.0,"RODRIGUEZ SAA, Adolfo",San Luis,Justicialista San Luis,#bf5b17,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
56576,1,1903.0,"NEGRE DE ALONSO, Liliana Teresita",San Luis,Justicialista San Luis,#bf5b17,124° Período Legislativo - Ordinario - 22º Sesión,"Orden del Día 959, Expediente CD-66/06. Votacion en general",2006,10/4/2006,19:42:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"SCIOLI, Daniel",55,17,0,54,1,,"Dictamen en el proyecto de ley en revision sobre Programa Nacional de Educación Sexual Integral, Orden del Día 959 (CD - 66/06). Votacion en general",ninguna,2.23.0
